ID,Name,Age,CustomerSince,HighestSpend,ZipCode,HiddenScore,MonthlyAverageSpend,Level,Address,Email,Phone,DateOfBirth,AccountType,Balance,LoanAmount,Income
1928,Todd Garrett,46,2016,13925,93643,483,5445,1,"2167 Michele Rest, Juanchester, PW 55727",montoyajohn@example.org,1234569817,05-03-1955,Business,46550.09,24090.61,34915.87
1929,Joanne Brown,22,2018,40818,12011,763,8219.56,4,"109 Daniel Spur, Shaneville, AS 09155",duffyandrew@example.org,1234569818,11-08-1965,Checking,29932.44,2253.85,132723.14
1930,John Perez,45,2020,1113,18101,517,4116.1,3,"5778 Daniel Inlet Suite 088, Amandaland, WI 98832",whowell@example.org,1234569819,10-05-1950,Checking,4947.01,22491.76,91903.34
1931,Dennis Mcdonald,58,2022,10498,89832,460,6238.51,2,"17829 Neal Ramp, Cruzhaven, AR 48097",craighurst@example.net,1234569820,04-08-2006,Business,2461.89,20956.89,23314.64
1932,Paul Shepard,43,2023,6643,89189,399,2048.41,3,"5282 Melissa Canyon, Ericahaven, SD 52636",david93@example.net,1234569821,06-09-1993,Checking,43047.52,5802.5,68662.45
1933,Ann Wilson,35,2019,14193,62749,456,6620.05,4,"810 Figueroa Road Apt. 038, Lauramouth, WI 86439",lopezchristina@example.com,1234569822,07-12-1997,Business,18490.41,11049.96,148799.11
1934,Brady Daniels,34,2014,34497,63500,747,9486.48,4,"76893 Amber Trail, Port Margaretmouth, MP 22115",april36@example.com,1234569823,18-09-1983,Business,43830.5,17366.78,91136.16
1935,Donna Boyd,45,2022,43111,52944,584,7166.52,2,"5941 Alexandria Manors Apt. 211, Emilyshire, DE 81194",andersondaisy@example.com,1234569824,25-07-1960,Business,49351.93,7787.34,115370.29
1936,Carol Noble,74,2011,26917,43879,426,2966.64,4,"USNV Duffy, FPO AE 88979",davidbrown@example.com,1234569825,19-06-1989,Business,31040.79,24819.02,116628.56
1937,Spencer Brooks,66,2015,27686,91989,411,9396.39,5,"35800 Michael Ridge Apt. 065, South Barbaraland, IN 60440",jennifercarter@example.com,1234569826,01-08-1986,Checking,459.91,7322.94,98835.08
1938,Sierra Rivas,67,2017,46659,98430,805,1308.54,2,"USNS Lang, FPO AA 21727",whiteheadjeff@example.net,1234569827,19-01-2000,Business,31121.57,8629.4,124163.21
1939,David Garcia,40,2019,21698,98776,790,5369.92,5,"357 Katherine Keys, Graychester, TN 62755",teresabutler@example.org,1234569828,31-08-1976,Business,429.13,11410.6,39346.87
1940,Jennifer Marshall,57,2015,8085,67852,822,9220.45,4,"707 Matthew Cliffs, Lake Alexandra, NM 12657",sara15@example.net,1234569829,04-10-1992,Checking,24293.08,11306.58,92902.86
1941,Benjamin Skinner,38,2014,7597,56996,404,1155.53,1,"Unit 9446 Box 1093, DPO AE 58692",ychase@example.org,1234569830,30-01-2000,Savings,44681.88,15799.22,97567.09
1942,Carmen Lopez,23,2015,43093,84843,328,6562.13,1,"45909 Hall Ranch, Michelleside, NE 63336",jasonmorton@example.org,1234569831,26-07-1963,Savings,33634.78,7190.28,116806.92
1943,Derek Taylor,37,2013,16855,24961,738,3845.15,5,"5818 Sarah Landing, Smithshire, LA 15928",huangtina@example.com,1234569832,13-10-1978,Checking,13929.03,7412.75,136210.33
1944,Tyler Wallace,19,2010,21690,54890,452,2489.02,4,"16478 Jessica Ridges, Jesseberg, NV 31057",susanswanson@example.org,1234569833,06-07-1982,Business,21350.19,17431.1,133741.17
1945,Krystal Miles,49,2021,6490,60543,487,5770.1,2,"9023 Ray Inlet Apt. 182, Port Stephen, VA 06096",henrybrenda@example.com,1234569834,07-11-1974,Checking,7819.42,25016.76,121633.95
1946,Erin Sandoval,18,2018,42047,36596,550,5292.47,1,"3104 Misty Mountain Suite 233, South Patriciaport, PA 24483",olsonjennifer@example.com,1234569835,14-04-1988,Business,30560.79,8764.44,148984.01
1947,Edward Johnson,66,2013,12757,35799,701,7349.25,2,"2440 Curtis Greens Apt. 000, South Karenland, NM 72700",layers@example.com,1234569836,03-01-1956,Checking,18114.67,23336.35,111342.4
1948,Scott Barry,34,2017,12760,58208,756,2756,5,"515 Michael Ports, New Charles, AZ 06895",elizabethortiz@example.org,1234569837,24-05-1995,Business,29166.31,13139.9,64057.04
1949,Sarah Kennedy,30,2018,35904,10732,528,3347.76,2,"9686 Kline Coves Suite 103, East Jimmy, NM 31751",randy38@example.org,1234569838,16-08-1962,Business,32907.04,21925.53,38482.78
1950,John Higgins,66,2021,16428,98411,428,2897.67,1,"4544 Carla Station Apt. 141, Dawsontown, NE 23380",hobbstricia@example.com,1234569839,21-03-1961,Checking,10082.77,29129.94,47825.27
1951,Carl Rollins,43,2010,47180,85548,706,3124.12,5,"0858 Robert Branch, Port Emilyhaven, CT 33840",xperry@example.org,1234569840,18-06-1977,Business,30645.09,3986.77,71129.18
1952,Matthew Gay,42,2020,32840,58810,598,6376.63,2,"125 Valdez Ways, West James, RI 18892",warnermegan@example.com,1234569841,17-03-1972,Savings,98.35,6764.13,136935.15
1953,Jennifer Fernandez,45,2023,35402,55143,630,2134.59,1,"8230 Tina Stravenue, Brandonside, KY 88355",allenhughes@example.com,1234569842,09-01-1973,Business,49816.65,6300.56,139753.3
1954,Jerry Bradley MD,67,2016,41030,76499,431,6473.67,4,"PSC 4926, Box 5921, APO AA 48499",david63@example.com,1234569843,22-03-2000,Savings,9188.16,8883.84,58944.72
1955,Victor Mckee,58,2015,40502,35914,770,6321.51,4,"8594 Stephen Station, Michellechester, SD 03952",oking@example.org,1234569844,20-11-1982,Savings,46721.98,15932.95,39282.27
1956,Jessica Zamora,58,2010,7138,88164,541,8877,1,"93214 Ellis Lights, Travisshire, UT 05148",guzmanjamie@example.com,1234569845,17-09-1996,Savings,17738.53,3981.79,78831.8
1957,Marvin Schaefer,61,2018,29313,42277,842,5803.47,4,"22665 Lee Vista, North Jocelyn, NJ 99743",lynn55@example.net,1234569846,15-07-1971,Savings,45525.67,5717.83,117190.63
1958,Ralph Peck,42,2013,38020,55209,491,2128.74,4,"USS Watson, FPO AP 01884",hodgeskelsey@example.org,1234569847,29-11-1975,Savings,16299.2,28948.28,72800.1
1959,Justin Rivera,62,2021,34639,29565,501,6064.21,1,"USS Nguyen, FPO AA 23292",charles02@example.net,1234569848,02-12-1960,Checking,21902.02,5058.58,41436.58
1960,Gabriela Sanchez,74,2021,16182,79636,364,4323.88,5,"38845 Amanda Mission, New Brianberg, FL 88041",zgallegos@example.net,1234569849,09-09-1959,Checking,21161.87,3030.6,101017.62
1961,Brent Moore,70,2011,34360,59779,471,7732.72,2,"6897 Richard Plain, Huffmanstad, NY 87004",cochranbrooke@example.com,1234569850,14-05-1972,Savings,12431.23,22128.97,61052.6
1962,Michael Rivera,20,2018,47955,21730,350,2261.22,2,"62067 Jessica Views Apt. 789, Fullerstad, IL 22779",turnerheather@example.org,1234569851,21-09-1951,Savings,19876.14,18568.23,147736.54
1963,Michael Evans,55,2013,22927,62594,698,6085.49,2,"4573 Heather Mountain Suite 759, Burnsfurt, OK 14535",johnsonrhonda@example.org,1234569852,28-12-1989,Savings,29979,19962.06,47513.66
1964,Tabitha Richards,47,2010,18775,73516,799,6866.78,3,"PSC 6203, Box 7561, APO AP 64128",melissasmith@example.net,1234569853,14-11-1970,Checking,39103.47,22177.14,126877.43
1965,Tammy Long,40,2023,34742,34613,612,1030.51,1,"2343 Dana Key Suite 146, Brianchester, TN 21189",gatkinson@example.com,1234569854,28-10-1963,Checking,3918.38,18806.62,141169.13
1966,Alicia Chen,71,2021,26024,62204,526,6525.74,4,"PSC 7026, Box 6729, APO AP 96001",ajohnston@example.com,1234569855,22-09-1976,Business,41291.22,19826.71,30251.36
1967,Laura Phillips,54,2018,30092,75059,429,3256.17,3,"1598 Alexis Gateway, Dannyfort, IL 46124",malonemary@example.org,1234569856,13-11-2005,Savings,33609.15,22696.12,66917.91
1968,Janet Phillips,26,2015,8167,63730,586,4183.31,3,"1701 Mario Valley, Kimberlychester, NY 27624",amydavis@example.org,1234569857,04-02-1998,Business,40411.76,21266.82,144994.73
1969,Darin Wells,54,2012,38102,88457,708,5838.41,1,"USCGC Miller, FPO AP 38055",smithbrittany@example.net,1234569858,26-11-1961,Business,35272.85,2390.38,149998.4
1970,Albert Johnson,63,2022,1010,46101,390,1773.94,5,"9343 Russell Mountains, West Scottmouth, MP 88305",nscott@example.net,1234569859,30-05-1993,Business,16120.24,18826.93,43535.63
1971,Edwin Williams,35,2021,43713,15275,569,9526.8,2,"06086 Berger Mission, Port Dana, AZ 93259",michael57@example.com,1234569860,04-07-1998,Checking,25657.99,7623.46,109281.39
1972,Annette Parker,38,2013,27794,33212,684,6416.83,1,"17057 Sabrina Shoal Suite 812, Melissatown, VA 16172",elizabeth62@example.com,1234569861,27-05-1990,Savings,9569.33,13301.57,140786.49
1973,Nancy Patterson,70,2019,6290,84544,789,6232.89,3,"USCGC Mcintosh, FPO AE 19775",johnedwards@example.net,1234569862,22-11-1989,Savings,3747.69,13254.49,96278.45
1974,Debbie Henderson,19,2017,23585,64220,408,6294.42,5,"5047 Anthony Brooks, Grayview, SD 28558",yelliott@example.net,1234569863,22-10-1989,Savings,3394.66,10700.77,27803.09
1975,Emily Lara,43,2018,20295,24492,386,6460.73,5,"32781 Mack Port, Williamchester, IL 91047",cooperhaley@example.net,1234569864,14-10-1993,Checking,39646.46,18026.31,129743.69
1976,Michael White,48,2017,36722,84738,329,5723.5,5,"814 Joseph Bypass Apt. 972, Watsonview, NY 35039",daviskimberly@example.net,1234569865,20-12-1969,Checking,22806.7,4494.45,98165.82
1977,Cesar Elliott,51,2016,49505,64467,381,3372.36,1,"342 Alexander Dam Suite 267, Floresmouth, RI 16355",cruzamanda@example.com,1234569866,22-04-1959,Business,21651.72,29474.08,144562.63
1978,Tommy Livingston,26,2012,4777,84989,660,8700.48,1,"2055 Victoria Mill, Glorialand, HI 51956",michael89@example.net,1234569867,22-12-2002,Business,9788.26,28659.82,31398.94
1979,Evan Smith,20,2017,4077,39029,646,1443.28,5,"Unit 9302 Box 0214, DPO AP 72492",nicholsabigail@example.com,1234569868,27-09-1954,Checking,21484.47,20363.16,76725.32
1980,Laura Stewart DVM,23,2014,25358,33254,354,1454.33,1,"799 Jessica Centers Suite 147, Jonestown, FL 99265",tylerlewis@example.org,1234569869,26-09-1989,Business,28910.04,28931.64,140569.03
1981,Matthew Simmons,54,2012,12965,61806,744,5186.54,3,"7015 Stanley Mission Suite 409, New Christopher, NE 17914",juankent@example.com,1234569870,27-10-1971,Business,11901.05,20977.03,120473.32
1982,David Thornton,73,2010,7476,58101,492,1724.28,1,"2015 Smith Harbors Suite 763, Justinstad, AR 14924",smithsuzanne@example.org,1234569871,27-01-1959,Business,46305.34,14485.91,141920.4
1983,Erik White,40,2015,17189,75186,820,5002.53,1,"242 Jessica Trail, Lake Janeton, MH 12300",gibsoncourtney@example.org,1234569872,27-05-1989,Savings,25884.78,19701.52,79038.11
1984,Anthony Gonzalez,41,2020,24519,88443,506,4299.98,4,"5512 Gordon Land Apt. 794, Westview, ND 03356",heathkarla@example.com,1234569873,22-05-1976,Business,36139.07,19309.29,110469.55
1985,Michael Wilkerson,18,2014,35026,13836,306,8351.11,3,"PSC 0164, Box 7910, APO AE 06968",margarethamilton@example.com,1234569874,13-03-1973,Checking,10673.89,20488.18,77833.99
1986,Eric Gordon DDS,22,2023,3277,31603,330,2660.61,2,"21747 Heather Neck Apt. 155, New Jennabury, MS 30872",talexander@example.org,1234569875,09-08-1970,Savings,37866.41,5473.13,33360.52
1987,Caitlin Mejia,30,2023,22737,73997,548,6775.73,3,"USNV Trevino, FPO AP 85146",david63@example.net,1234569876,08-08-1986,Savings,38639.55,174.61,73353.64
1988,Kathryn Benson,63,2021,36921,80687,348,3806.54,4,"632 Sawyer Ports Suite 214, Hallville, SD 05700",gwilliams@example.org,1234569877,10-01-1976,Business,34254.69,15949,30549.46
1989,Carol Cruz,25,2015,16473,56167,734,8384.09,1,"657 Collins Viaduct Apt. 501, East Jessica, FL 44113",swright@example.org,1234569878,28-06-1958,Savings,22258.16,21911.58,149962.31
1990,Amy Duran,60,2020,38515,19504,691,766.12,2,"276 Tammy Rue Suite 870, South Richardport, MO 36215",leonardchristopher@example.org,1234569879,11-01-1990,Business,13276.57,22958.8,24027.7
1991,Laura Vasquez,52,2014,15667,52344,530,5725.61,4,"40832 Chad Springs, South Charles, UT 19175",keithhuynh@example.net,1234569880,23-05-1999,Business,46877.69,9069.84,93790.45
1992,Leonard Raymond,48,2013,21768,39039,506,8240.94,3,"094 Anderson Fords, Tinaport, DC 60733",blanchardvanessa@example.net,1234569881,19-10-2002,Savings,10717.18,23635.53,51271.8
1993,Sarah Cohen,20,2016,6863,14942,327,2646.76,2,"5374 Wright Grove, Lake Allison, DE 25858",mcknightjames@example.com,1234569882,01-06-1984,Checking,1635.77,20058.15,85058.4
1994,Roberto Jackson,38,2010,45270,90571,436,8366.72,3,"32037 Cline Station Suite 701, Port Janice, AS 97287",hcampbell@example.net,1234569883,02-07-1999,Business,39249.86,8069.37,92274.43
1995,Caitlin Jenkins,71,2010,6291,97866,422,9726.69,4,"160 Jonathan Grove, Hallmouth, TX 63823",eray@example.com,1234569884,03-06-1961,Business,29843.06,17396.39,143797
1996,Heather Jensen,72,2023,4585,48389,681,9331.97,4,"543 Reid Lakes, Lake Brianfort, NM 63311",wilkinsmartha@example.org,1234569885,20-08-2000,Savings,29855.84,1644.87,49165.89
1997,Donna Sullivan,19,2022,7478,15303,548,6776.49,3,"34522 Jeffery Grove, South Derek, FL 42399",lkim@example.com,1234569886,13-11-1984,Business,35442.35,24193.59,135521.25
1998,Kathryn Pace,38,2020,22052,66393,715,8313.01,4,"16503 Faith Rapid Apt. 359, Sparksburgh, AZ 98480",dporter@example.net,1234569887,21-10-1980,Savings,6543.06,16753.34,77321.18
1999,Angelica Cohen,43,2011,33758,44435,600,5495.94,2,"USNV Stone, FPO AP 23689",jjohnson@example.org,1234569888,04-12-1968,Business,23085.16,29052.87,47894.73
2000,Kelsey Nguyen,75,2012,26581,87548,842,6782.32,3,"660 Henry Ville, Deannaland, OH 85818",glassmichael@example.org,1234569889,21-09-1962,Business,16948.08,22349.11,139361.51
2001,Susan Nguyen,26,2019,42167,57136,368,6788.31,5,"8037 Nunez Track Apt. 404, New Lindastad, KY 31025",brian43@example.com,1234569890,05-06-1974,Checking,49841.04,16534.97,113717.93
2002,Dr. Philip Campbell,66,2015,46168,81060,323,1515.97,5,"90474 Meyer Path Apt. 961, East Paulside, SD 88046",andreawatkins@example.net,1234569891,10-11-1949,Business,48962.53,6215.14,101850.94
2003,Sheri Jones,58,2019,27471,18616,329,3338.51,3,"26030 Blake Court, Port Edward, NJ 85635",michaelromero@example.org,1234569892,27-12-1984,Business,4349.59,1395.51,98222
2004,Meredith Wilcox,35,2012,33610,52977,416,1573.91,5,"578 Michael Greens, Moralesshire, PA 03386",danielle62@example.com,1234569893,03-02-1957,Business,44834.07,11809.95,22355.96
2005,Natasha Wade,44,2010,23439,21832,322,6645.48,4,"17453 Lauren Brook Apt. 475, Timothyview, NY 77531",dbryant@example.com,1234569894,09-08-1977,Savings,32761.94,948.91,53195.78
2006,Kenneth Johnson,60,2010,24529,80389,714,1686.79,2,"72367 Cabrera Fall, Port Raymond, NY 25735",vincentroth@example.org,1234569895,25-06-1982,Business,34077.18,27597.75,101621.31
2007,Bradley Franklin,27,2022,42349,78227,847,6216.61,4,"55106 Johnson Cliffs, Lake Robert, NY 60370",michelle94@example.com,1234569896,23-05-2005,Checking,49546.48,22959.72,85397.33
2008,Noah Estrada,56,2018,4043,15080,841,840.3,4,"94686 Jose Union Suite 260, South Shannon, PW 47135",wsosa@example.com,1234569897,21-07-1967,Checking,42916.12,29368.32,106588.51
2009,Carlos Ayala,27,2012,9647,76467,309,3004.09,5,"219 Davis Ports Suite 980, North Jaime, NE 65877",martinezelizabeth@example.com,1234569898,31-08-2005,Checking,34096.17,16640.55,78277.09
2010,Susan Bell,43,2019,30383,60706,599,7942.35,2,"8787 Sandoval Skyway, East Katelynborough, NJ 89487",tamara71@example.org,1234569899,23-03-2002,Savings,17628.72,512.96,100629.53
2011,Troy Kennedy,73,2012,7102,22061,593,7750.88,1,"8074 Davis Underpass Suite 123, Wattsside, OK 49773",mbrown@example.org,1234569900,14-07-1950,Business,10374.91,21045.74,50597.65
2012,Ann Drake,37,2011,36590,62845,551,2116.75,1,"743 Alex Spur Apt. 800, Wolfton, AZ 25357",lisagarrett@example.net,1234569901,11-04-1977,Savings,10781.97,24691.17,93085.86
2013,Trevor Ford,50,2012,23370,69317,450,6053.82,4,"2209 Andersen Ranch Apt. 003, Lake Danny, FM 50248",gchen@example.net,1234569902,15-11-1964,Savings,11529.25,7192.61,35295.12
2014,Larry Wright,21,2012,9948,78650,831,539.2,1,"34433 Hansen Inlet, Edwardshire, KS 55271",cynthia14@example.com,1234569903,27-02-1977,Business,543.02,23342.69,56060.78
2015,John Gordon,28,2018,28080,37824,625,8488.53,2,"063 Turner Summit, North Richard, FM 93075",michaelward@example.com,1234569904,21-05-1963,Checking,18577.98,11100.8,92413.58
2016,Jody Martinez,26,2012,23423,96495,513,9948.26,4,"291 Gomez Drive, Roberthaven, IA 16411",lorigoodman@example.com,1234569905,23-03-1978,Business,2755.45,5748.71,119154.62
2017,Jasmin Castro,75,2016,3048,57266,322,1788.84,2,"845 Russell Flats, North Morganside, MP 34384",smithjames@example.com,1234569906,26-10-1949,Savings,41007.23,29074.38,76326.83
2018,David Riley,26,2016,30106,97889,442,4276.6,3,"89077 Nicole Meadow, North Thomas, NE 07938",wendyrose@example.com,1234569907,31-08-2004,Checking,25220.19,25361.16,86385.4
2019,Carlos Warren,48,2010,27684,13524,528,1482.22,4,"120 Edward Square Suite 174, South Edwardchester, TN 87475",powersmatthew@example.com,1234569908,12-12-1978,Savings,39638.23,28057.53,32632.3
2020,Michael Stafford,63,2015,41042,76420,530,9384.59,1,"04875 Alvarez Parkways Suite 059, Hoodmouth, VT 65253",dsolomon@example.org,1234569909,19-08-1966,Savings,33089.59,29756.41,117644.84
2021,Jacob Jones,59,2014,12305,94474,637,2400.99,2,"10908 Scott Crossing Apt. 376, South Alexander, VT 41776",xpittman@example.org,1234569910,30-06-1956,Savings,25740.86,19342.81,86083.64
2022,Michelle Thomas,63,2015,24363,61648,611,7410.84,3,"484 Salazar Manors Suite 334, Martinezmouth, NC 19064",angela49@example.net,1234569911,04-09-1983,Business,6165.63,13612.58,47282.79
2023,Louis Evans,66,2022,31579,75802,601,9650.57,3,"287 Mario Walks, Dawsonview, WV 46646",rwang@example.org,1234569912,15-07-1973,Checking,42618.84,19837.02,126207.68
2024,Russell Hill,64,2019,31480,68436,423,9636.66,3,"135 Matthew Expressway Apt. 811, Lake Matthewview, NM 87618",pricedaniel@example.org,1234569913,09-09-1978,Savings,49500.3,8596.98,97505.61
2025,Jennifer Allen,20,2022,16689,78679,696,1221.71,3,"04103 Courtney Harbor Suite 695, Sawyerland, IN 40113",qwood@example.com,1234569914,05-04-1954,Checking,28081.34,24251.14,73719.48
2026,Michele Gutierrez,64,2010,24277,77031,306,4559.63,4,"71012 Keith Forges, South Jesusburgh, NM 33999",leslierandolph@example.net,1234569915,13-10-1975,Savings,16407.73,10561.03,103692.12
2027,Breanna Proctor,70,2013,39070,91731,405,3573.91,4,"PSC 7963, Box 8919, APO AE 00835",edwardsamber@example.net,1234569916,23-07-1963,Business,2743.28,21218.83,124927.36
2028,Samantha Harris,51,2019,41785,84788,655,7103.36,5,"PSC 9902, Box 5254, APO AA 52407",larrywheeler@example.net,1234569917,24-05-1953,Business,14992.39,24247.95,32460.04
2029,Emily Peterson,20,2010,1849,60405,511,5552.41,2,"798 Skinner Terrace, North Johnside, GU 94319",amberfox@example.net,1234569918,01-03-1950,Business,44802.83,28941.71,84906.07
2030,Shelly Fleming,70,2015,45313,35642,688,9130.71,1,"69195 Gonzalez River, Bradleybury, MD 55459",msnyder@example.net,1234569919,07-04-1978,Business,45244.69,23212.91,127548.67
2031,Roger Taylor,53,2022,38881,14748,460,8324.45,1,"97145 Bradley Glen Apt. 407, New Todd, GU 86436",pauladam@example.com,1234569920,18-11-1994,Business,3210.81,10336.46,47146.66
2032,Michele Hoffman,62,2022,15412,40764,492,9009.54,5,"3406 Michael Vista Suite 597, Kaylachester, FL 65199",edwardsmichael@example.net,1234569921,25-12-1959,Business,45680.02,6422.14,122555.55
2033,Joe Henderson,65,2015,36638,17252,574,3885.84,5,"66236 Denise Crossing, Lake Martinmouth, NV 65797",dustin88@example.com,1234569922,11-11-1984,Business,47860.06,7011.25,41695
2034,Pamela Colon,62,2015,5987,48171,580,1276.03,5,"Unit 5262 Box 1703, DPO AE 19834",stevenwilliams@example.net,1234569923,16-03-1950,Business,17572.25,24927.2,110783.56
2035,Mr. Robert Klein,58,2011,17142,47560,471,1390.92,4,"2344 Tanya Key, Villanuevamouth, SD 07392",harveychristine@example.net,1234569924,15-12-1961,Business,36957.23,4679.88,113327.98
2036,Christina Hudson,42,2019,6883,78350,587,825.75,4,"452 Amanda Centers Apt. 363, West Suzanne, ID 08240",aprilsloan@example.net,1234569925,26-12-2000,Checking,18670.89,1454.02,64078.38
2037,Aaron Powell,29,2020,40807,59718,585,6531.06,1,"Unit 9732 Box 8189, DPO AP 32992",ernest77@example.org,1234569926,20-01-1997,Checking,26195.31,21462.09,78509.93
2038,Debbie Williams,40,2020,12674,70523,533,3372.28,1,"866 Simpson Corner Apt. 113, South Robert, AR 71607",mark37@example.com,1234569927,14-06-1995,Business,5482.05,15927.39,77505.01
2039,Karen Brown,69,2015,28309,53651,636,3012.06,2,"916 Justin Trace, West Corey, ME 48534",edwardharris@example.org,1234569928,29-07-1982,Savings,34472.03,4799.34,34190.71
2040,Michael Galloway,55,2015,29904,64229,813,3309.97,3,"3506 Gordon Ridges, Josephbury, SC 11878",brandonallen@example.net,1234569929,24-08-1969,Checking,28195.83,22061.48,83841.81
2041,Tonya Bryant,70,2011,16754,60142,616,3504.77,2,"13454 Hines Plains, Ericland, CA 55565",lauren00@example.org,1234569930,27-05-1954,Checking,41757.19,5312.65,105440.45
2042,Angela Chapman,23,2016,45194,24855,375,2848.04,3,"2857 Samuel Stravenue, Gabrielburgh, FL 32506",paula78@example.com,1234569931,03-06-1954,Savings,12944.4,10742.07,92495.59
2043,Stephanie Miller,23,2013,20738,63823,757,8629.13,1,"44694 Porter Circle Suite 883, East Davidshire, IA 04751",xdavidson@example.org,1234569932,12-06-1961,Business,8966.03,13713.49,41890.86
2044,Devon Wilson,53,2015,41243,69576,329,1559.5,3,"PSC 5679, Box 9135, APO AP 41763",nancy34@example.org,1234569933,27-01-1988,Savings,37846.77,15758.01,109986.51
2045,Robert Peters,29,2019,44996,48241,531,1596.93,3,"255 Barry Port Suite 676, Kaylashire, AR 23564",zross@example.net,1234569934,12-12-1993,Checking,39142.79,25871.96,121580.21
2046,Crystal Petersen,70,2014,41218,71553,778,2275.8,3,"9575 Malone Freeway Apt. 156, East Allisonside, LA 49608",underwoodlisa@example.org,1234569935,16-03-1987,Business,9934.7,4101.33,53802.54
2047,Dr. Jeffrey Smith,34,2022,8060,37616,459,3144.43,4,"020 Randall Stravenue Apt. 440, Johnport, MH 76071",johnmay@example.net,1234569936,03-07-1968,Savings,6408.43,27290.96,39129.84
2048,Lee Jackson,30,2012,1303,10781,462,6594.77,2,"84700 Stevenson Prairie Apt. 410, Lake Benjamin, DC 11562",jeremycastillo@example.com,1234569937,09-02-1992,Business,35793.43,26256.23,64595.8
2049,Mr. James Johnson,69,2013,33321,84130,680,1120.61,5,"302 Bennett Canyon Suite 964, North Calebhaven, MO 80894",sophia57@example.org,1234569938,09-04-1983,Checking,8589.29,11709.65,55747.98
2050,Robert Simpson,34,2023,42701,45917,774,1267.05,3,"95556 Lee Shoals Suite 511, South Ivantown, PR 17371",rachelharris@example.net,1234569939,24-09-1986,Savings,5870.94,17151.67,33487.04
2051,Daniel Morris,38,2018,4838,63032,484,3912.35,2,"Unit 5162 Box 6093, DPO AP 06795",russelldebra@example.net,1234569940,28-01-1985,Savings,11355.51,18903.53,20316.78
2052,Lawrence Mason,62,2012,2032,80353,341,4797.67,1,"4751 Donna Junction, New Sonyaport, PR 73132",garrettjames@example.net,1234569941,27-12-1986,Savings,17948.76,5010.28,99924.02
2053,Karen Stephens,63,2019,11204,37620,722,875.58,5,"411 Davis Summit Apt. 079, Port Melissa, VA 21074",thomasjohn@example.com,1234569942,13-02-1982,Business,15583.8,25054.35,48835.43
2054,Samantha Nguyen,34,2012,46410,94101,801,6717.5,3,"61773 Laura Pines Suite 759, South Robert, AZ 13357",stacy86@example.net,1234569943,24-12-1977,Business,27638.9,23432.26,43909.45
2055,Steven Wise,68,2023,43280,66103,597,1483.22,2,"1130 Wanda Drives, Port Christopher, MH 48570",karen80@example.org,1234569944,15-02-1974,Savings,36877.41,25260.28,50921.77
2056,Anthony Boyer,34,2018,49750,18540,845,7610.54,3,"15878 David Fall Apt. 647, Johnport, SD 10013",emmacarrillo@example.com,1234569945,24-06-1979,Checking,16942.23,9481.86,87829.82
2057,Aaron Knight,51,2022,4421,51004,476,3371.05,2,"821 Holly Landing Apt. 800, North Tyler, MD 21539",wilsoncarol@example.org,1234569946,16-02-1973,Savings,31981.16,28588.21,50090.07
2058,Victoria Sanchez PhD,47,2011,47451,63103,582,3810.07,2,"1618 Anthony Meadows, Lake Vincentville, IN 50270",theresaheath@example.com,1234569947,10-01-1996,Checking,14140.5,21392.87,123442.34
2059,Robert Gilbert,27,2015,32374,72477,485,9918.05,3,"41985 Foster Views Apt. 807, New Kaitlyn, MP 36174",josephharris@example.com,1234569948,03-01-1971,Checking,35051.88,28730.05,116490.2
2060,Melissa Guerra,66,2019,9799,83127,620,1197.8,2,"37900 Jones Port Apt. 217, Port Christian, OR 67276",lshaffer@example.org,1234569949,25-03-1955,Savings,31121.44,22.98,59828.26
2061,Devin Lopez,75,2019,13721,11362,840,4633.5,1,"72424 Frank Lodge, Johnsonview, VI 32784",rebeccabarber@example.net,1234569950,01-07-1998,Business,22794.07,11768.49,149079.38
2062,Daniel Miller,46,2018,29440,61261,654,1689.42,1,"774 Walker Ville, Lake Charlesport, ID 12837",susanfitzgerald@example.org,1234569951,24-08-1953,Business,10288.09,29790.24,109347.08
2063,Gregory Smith,53,2020,10626,69321,805,4309.85,2,"1392 Sandoval Route Apt. 876, Port Jessicaside, FM 81247",jenniferfox@example.org,1234569952,10-03-1977,Checking,45868.88,20924.37,68148.3
2064,Michael Williams,27,2019,42781,40682,411,7957.97,4,"132 Megan Rapids Suite 027, South Angela, FM 26582",rileydaniel@example.net,1234569953,08-01-1975,Checking,22238.16,5124.62,92366.32
2065,Scott Herman,20,2011,3596,11379,521,702.03,1,"Unit 9842 Box 0786, DPO AE 79087",justincooper@example.org,1234569954,07-05-1998,Business,38137.96,24727.09,123081.54
2066,David Howard,58,2019,14404,97212,613,1272.1,5,"4212 Nelson Crossing, Amandaport, AK 23606",rodriguezjordan@example.org,1234569955,09-01-1977,Savings,35557.14,5836.24,38135.23
2067,Lori Brandt,55,2012,11795,31868,617,9303.45,4,"64995 Cole Ridges Apt. 711, South Jamesstad, PW 60447",williamsoscar@example.com,1234569956,26-03-1994,Business,42472.83,7256.39,76896.86
2068,James Bennett,29,2015,37694,80280,494,1685.33,5,"01526 Wade Inlet, Kylechester, PA 88340",juliabyrd@example.com,1234569957,04-10-1952,Business,36182.85,9133.46,113954.56
2069,Cheryl Blankenship,59,2014,47895,79559,759,7789.5,5,"491 Jacqueline Square Suite 939, East Christianton, NJ 05000",sanchezchad@example.net,1234569958,11-08-1953,Checking,18613.95,5183.52,43711.44
